ticker,company_name,close,price_change_pct,volume,exchange
VTI,Vanguard Total Stock Market,333.429,-0.19,6883337,NYSE Arca
HIVE,Aerohive Networks Inc.,2.0999,-0.48,6821330,New York Stock Exchange
ORC,Orchid Island Capital Inc.,7.46,2.19,6779150,New York Stock Exchange
SABR,Sabre Corporation,1.615,0.31,6753361,Nasdaq Global Select
EXK,Endeavour Silver Corporation (Canada),11.59,-1.7,6715208,New York Stock Exchange
WDC,Western Digital Corporation,267.1101,-0.5,6707511,Nasdaq Global Select
TRX,Tanzanian Royalty Exploration Corporation,1.885,4.72,6659256,NYSE American
IYR,iShares U.S. Real Estate,99.46,0.74,6658081,NYSE Arca
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond,25.08,0.08,6630108,NYSE Arca
MCHP,Microchip Technology Incorporated,66.1,1.69,6607277,Nasdaq Global Select
CAG,ConAgra Brands Inc.,18.385,-0.41,6579234,New York Stock Exchange
KHC,The Kraft Heinz Company,23.805,-2.48,6425286,Nasdaq Global Select
HST,Host Hotels & Resorts Inc.,19.31,0.94,6388654,New York Stock Exchange
SM,SM Energy Company,25.045,-1.05,6362361,New York Stock Exchange
LRCX,Lam Research Corporation,216.85,2.77,6356396,Nasdaq Global Select
COHR,Coherent Inc.,262.2,1.24,6310029,Nasdaq Global Select
FNB,F.N.B. Corporation,16.425,0.09,6299934,New York Stock Exchange
AEO,American Eagle Outfitters Inc.,19.05,4.44,6293877,New York Stock Exchange
ASM,Avino Silver & Gold Mines Ltd. (Canada),8.205,1.3,6283822,NYSE American
LITE,Lumentum Holdings Inc.,688.775,2.04,6204800,Nasdaq Global Select
BA,The Boeing Company,220.49,-1.61,6192753,New York Stock Exchange
ACWI,iShares MSCI ACWI Index Fund,143.41,0.01,6184432,NASDAQ Global Market
CCO,Clear Channel Outdoor Holdings Inc. Class A,2.375,0.21,6177737,New York Stock Exchange
ICLN,iShares S&P Global Clean Energy Index Fund,18.33,1.21,6171383,NASDAQ Global Market
XLG,Invesco S&P 500 Top 50,57.105,-0.03,6170403,NYSE Arca
DBO,Invesco DB Oil Fund,18.3,-0.76,6161575,NYSE Arca
NLY,Annaly Capital Management Inc,22.535,1.24,6151610,New York Stock Exchange
SPLB,SPDR Portfolio Long Term Corporate Bond,22.5499,-0.44,6139153,NYSE Arca
FITB,Fifth Third Bancorp,46.81,-0.15,6129396,Nasdaq Global Select
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,339.46,0.88,6077884,NASDAQ Global Market
EWA,iShares MSCI Australia Index Fund,29.01,0.24,5955139,NYSE Arca
IVW,iShares S&P 500 Growth,120.1,0.23,5832066,NYSE Arca
PDD,Pinduoduo Inc.,105.48,1.92,5802344,Nasdaq Global Select
MOS,Mosaic Company (The),26.515,-0.8,5771717,New York Stock Exchange
DX,Dynex Capital Inc.,13.64,1.72,5753283,New York Stock Exchange
LAC,Lithium Americas Corp.,4.71,0.64,5736565,New York Stock Exchange
SLS,SELLAS Life Sciences Group Inc.,5.76,-3.36,5709619,NASDAQ Capital Market
AEG,AEGON N.V.,7.091,-0.83,5708883,New York Stock Exchange
MDT,Medtronic plc.,90.14,-1.17,5707154,New York Stock Exchange
COTY,Coty Inc. Class A,2.35,-1.67,5698907,New York Stock Exchange
CPB,Campbell Soup Company,24.895,-1.25,5680156,New York Stock Exchange
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,31.35,-0.1,5618684,New York Stock Exchange
WEN,Wendy's Company (The),7.015,-2.16,5562080,Nasdaq Global Select
GT,The Goodyear Tire & Rubber Company,7.15,-3.64,5561574,Nasdaq Global Select
TMF,Direxion Daily 20-Yr Treasury Bull 3x Shrs,38.78,-1.47,5558102,NYSE Arca
URG,Ur-Energy Inc (Canada),1.525,5.9,5507221,NYSE American
WBS,Webster Financial Corporation,69.24,0.7,5487628,New York Stock Exchange
ABT,Abbott Laboratories,111.1,-1.05,5486033,New York Stock Exchange
MRNA,Moderna Inc.,54.94,-0.17,5476704,Nasdaq Global Select
CELH,Celsius Holdings Inc.,45.5,4.65,5459821,NASDAQ Capital Market
DELL,Dell Technologies Inc. Class C,143.665,-1.79,5431235,New York Stock Exchange
XRT,SPDR S&P Retail,82.87,0.31,5421568,NYSE Arca
UPRO,ProShares UltraPro S&P 500,110.33,-0.29,5419157,NYSE Arca
JPM,JP Morgan Chase & Co.,289.82,0.18,5404779,New York Stock Exchange
ETH,Ethan Allen Interiors Inc.,19.26,-1.0,5394274,New York Stock Exchange
DUK,Duke Energy Corporation (Holding Company),129.9,0.31,5361888,New York Stock Exchange
VONG,Vanguard Russell 1000 Growth ETF,116.1169,-0.3,5342447,NASDAQ Global Market
VFC,V.F. Corporation,17.035,-1.65,5316089,New York Stock Exchange
GM,General Motors Company,76.355,2.02,5313535,New York Stock Exchange
VTWO,Vanguard Russell 2000 ETF,102.36,0.05,5303896,NASDAQ Global Market
EQT,EQT Corporation,61.69,-0.34,5301820,New York Stock Exchange
GIS,General Mills Inc.,42.64,-1.07,5298428,New York Stock Exchange
NEM,Newmont Mining Corporation,118.96,0.8,5273240,New York Stock Exchange
GEVO,Gevo Inc.,2.29,3.15,5266965,NASDAQ Capital Market
SCHV,Schwab U.S. Large-Cap Value,31.17,0.06,5239195,NYSE Arca
TEAM,Atlassian Corporation Plc,77.51,-4.44,5206974,Nasdaq Global Select
WY,Weyerhaeuser Company,24.18,-0.33,5206144,New York Stock Exchange
MRK,Merck & Company Inc. (new),117.68,0.38,5202926,New York Stock Exchange
REI,Ring Energy Inc.,1.4307,-0.65,5154124,NYSE American
DIS,The Walt Disney Company,101.39,-0.35,5129899,New York Stock Exchange
CF,CF Industries Holdings Inc.,108.77,-1.3,5125620,New York Stock Exchange
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),8.315,0.67,5103517,New York Stock Exchange
ILF,iShares Latin America 40,35.1099,1.44,5088722,NYSE Arca
GLL,ProShares UltraShort Gold,16.785,0.93,5077881,NYSE Arca
DIA,SPDR Dow Jones Industrial Average,479.31,0.33,5077080,NYSE Arca
CRSP,CRISPR Therapeutics AG,51.955,-3.64,5061243,NASDAQ Global Market
SBUX,Starbucks Corporation,100.66,1.3,5060094,Nasdaq Global Select
TOPS,TOP Ships Inc.,3.68,-9.14,5011758,NASDAQ Capital Market
S,Sprint Corporation,14.1201,-1.94,5005384,New York Stock Exchange
FRSH,Papa Murphy's Holdings Inc.,8.015,-4.24,4929300,Nasdaq Global Select
VGSH,Vanguard Short-Term Treasury ETF,58.655,-0.06,4911683,NASDAQ Global Market
SCHA,Schwab U.S. Small-Cap,29.51,0.14,4908637,NYSE Arca
ON,ON Semiconductor Corporation,59.805,0.97,4843590,Nasdaq Global Select
NAK,Northern Dynasty Minerals Ltd.,1.42,4.41,4803601,NYSE American
UMC,United Microelectronics Corporation (NEW),9.52,-0.94,4797451,New York Stock Exchange
BAX,Baxter International Inc.,17.58,-1.9,4749718,New York Stock Exchange
SILJ,ETFMG Prime Junior Silver,35.425,0.81,4746852,NYSE Arca
VGK,Vanguard FTSEEuropean,84.655,-0.72,4710009,NYSE Arca
PG,Procter & Gamble Company (The),156.2,0.46,4688831,New York Stock Exchange
PANW,Palo Alto Networks Inc.,164.985,-0.31,4675867,New York Stock Exchange
VYGR,Voyager Therapeutics Inc.,4.915,19.59,4675504,Nasdaq Global Select
BB,BlackBerry Limited,3.445,-1.57,4670399,New York Stock Exchange
FSM,Fortuna Silver Mines Inc (Canada),11.68,-2.59,4668311,New York Stock Exchange
NEE,NextEra Energy Inc.,91.525,-0.2,4658774,New York Stock Exchange
SSO,ProShares Ultra S&P500,56.395,-0.17,4637624,NYSE Arca
APA,Apache Corporation,31.81,-0.75,4619788,New York Stock Exchange
VEU,Vanguard FTSE All World Ex US,77.235,-0.15,4579138,NYSE Arca
VTV,Vanguard Value,200.0,-0.09,4571487,NYSE Arca
UDOW,ProShares UltraPro Dow30,55.537,-0.01,4562626,NYSE Arca
IVV,iShares Core S&P 500,682.16,0.19,4532239,NYSE Arca
SCHW,Charles Schwab Corporation (The),93.3622,-1.1,4527960,New York Stock Exchange
BX,The Blackstone Group L.P. Representing Limited Partnership Interests,110.385,-0.35,4527222,New York Stock Exchange
SATS,EchoStar Corporation,108.28,-1.96,4508171,Nasdaq Global Select
KR,Kroger Company (The),72.89,-0.18,4503601,New York Stock Exchange
WMB,Williams Companies Inc. (The),73.63,0.7,4492368,New York Stock Exchange
UNH,UnitedHealth Group Incorporated (DE),282.66,-1.64,4488871,New York Stock Exchange
SHOP,Shopify Inc. Class A Subordinate,129.22,-2.97,4478573,New York Stock Exchange
CGC,Canopy Growth Corporation,1.055,-2.31,4459640,New York Stock Exchange
TWO,Two Harbors Investment Corp,9.765,1.3,4452045,New York Stock Exchange
CRH,CRH PLC American Depositary Shares,106.66,0.07,4447292,New York Stock Exchange
PACB,Pacific Biosciences of California Inc.,1.37,-4.2,4410082,Nasdaq Global Select
QLD,ProShares Ultra QQQ,67.94,-0.03,4399498,NYSE Arca
APH,Amphenol Corporation,137.18,0.59,4361065,New York Stock Exchange
EOG,EOG Resources Inc.,128.09,-1.61,4346577,New York Stock Exchange
FEZ,SPDR DJ Euro STOXX 50 Etf,64.025,-0.47,4345724,NYSE Arca
IAG,Iamgold Corporation,22.34,0.04,4341008,New York Stock Exchange
DDD,3D Systems Corporation,2.5,1.21,4312506,New York Stock Exchange
PHYS,Sprott Physical Gold Trust ETV,39.5839,-0.22,4281781,NYSE Arca
VIAV,Viavi Solutions Inc.,30.04,2.0,4264688,Nasdaq Global Select
XME,SPDR S&P Metals & Mining,114.24,1.57,4239233,NYSE Arca
AR,Antero Resources Corporation,37.48,-2.65,4238325,New York Stock Exchange
MCHI,iShares MSCI China ETF,58.95,1.13,4223203,NASDAQ Global Market
BMY,Bristol-Myers Squibb Company,60.5599,-0.07,4215965,New York Stock Exchange
UPS,United Parcel Service Inc.,100.818,0.59,4201980,New York Stock Exchange
GPRO,GoPro Inc.,0.7635,-6.87,4165568,Nasdaq Global Select
TAL,TAL Education Group American Depositary Shares,10.935,2.48,4159353,New York Stock Exchange
CAPR,Capricor Therapeutics Inc.,33.33,2.55,4155017,NASDAQ Capital Market
WDAY,Workday Inc.,142.6075,-2.97,4119408,Nasdaq Global Select
FISV,Fiserv Inc.,59.58,-2.31,4116616,Nasdaq Global Select
EVLV,EVINE Live Inc.,5.3293,1.51,4106742,Nasdaq Global Select
GME,GameStop Corporation,24.49,-0.12,4105227,New York Stock Exchange
KDP,Keurig Dr Pepper Inc.,28.245,0.88,4085102,New York Stock Exchange
DXD,ProShares UltraShort Dow30,20.725,-0.6,4073980,NYSE Arca
VNQ,Vanguard Real Estate,93.615,0.13,4059157,NYSE Arca
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),21.975,0.48,4025744,New York Stock Exchange
IWD,iShares Russell 1000 Value,219.15,0.31,4021473,NYSE Arca
NAT,Nordic American Tankers Limited,5.385,-1.37,4010490,New York Stock Exchange
ARRY,Array BioPharma Inc.,7.085,4.65,4004550,NASDAQ Global Market
EXC,Exelon Corporation,49.07,0.35,4003525,New York Stock Exchange
GSK,GlaxoSmithKline PLC,55.47,-0.11,4001908,New York Stock Exchange
DHT,DHT Holdings Inc.,18.635,-0.61,3998747,New York Stock Exchange
SPYV,SPDR Series Trust Portfolio S&P 500 Value,57.78,-0.12,3997663,NYSE Arca
EW,Edwards Lifesciences Corporation,86.12,2.54,3990987,New York Stock Exchange
SUZ,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),10.719,0.84,3973339,New York Stock Exchange
MMM,3M Company,155.56,2.07,3970164,New York Stock Exchange
HUN,Huntsman Corporation,11.995,-0.21,3962511,New York Stock Exchange
FTNT,Fortinet Inc.,83.915,-0.39,3956416,Nasdaq Global Select
TECS,Direxion Technology Bear 3X Shares,18.365,0.03,3938363,NYSE Arca
SPEM,SPDR Index Shares Fund Portfolio Emerging Markets,48.3,0.33,3936409,NYSE Arca
VCSH,Vanguard Short-Term Corporate Bond ETF,79.615,-0.07,3927998,NASDAQ Global Market
IWR,iShares Russell Mid-Cap,99.79,-0.1,3927725,NYSE Arca
CPRT,Copart Inc.,36.395,-2.77,3923255,Nasdaq Global Select
HDB,HDFC Bank Limited,29.59,-0.44,3915253,New York Stock Exchange
AMAT,Applied Materials Inc.,348.16,2.45,3911031,Nasdaq Global Select
USAS,Americas Silver Corporation no par value,8.615,3.05,3892179,NYSE American
TXN,Texas Instruments Incorporated,197.28,0.71,3876212,Nasdaq Global Select
BW,Babcock & Wilcox Enterprises Inc.,14.4,3.3,3873172,New York Stock Exchange
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,51.695,-0.13,3835666,NASDAQ Global Market
JNJ,Johnson & Johnson,244.2301,0.8,3830215,New York Stock Exchange
SPMD,SPDR Portfolio Mid Cap,60.33,-0.12,3828261,NYSE Arca
PFF,iShares Preferred and Income Securities ETF,31.155,0.01,3814980,NASDAQ Global Market
ABBV,AbbVie Inc.,226.945,-0.31,3813467,New York Stock Exchange
MDLZ,Mondelez International Inc.,57.13,-1.69,3788083,Nasdaq Global Select
MO,Altria Group Inc.,66.88,-0.01,3735072,New York Stock Exchange
INVH,Invitation Homes Inc.,25.975,0.76,3730964,New York Stock Exchange
IP,International Paper Company,39.17,2.03,3679898,New York Stock Exchange
